number,sys_created_on,sys_created_by,opened_at,resolved_at,reopened_time,activity_due,closed_at,closed_by,due_date,sla_due,contact_type,category,urgency,short_description,priority,state,escalation
INC2448,2020-02-20 17:54:03,UserE,2020-02-27 12:34:49,2020-06-21 02:40:58,,,,UserE,,,email,Network,2 Medium,This is a description,2 - High,,Normal
INC2449,2020-01-16 11:08:51,UserA,2020-03-13 23:48:40,,2020-08-28 18:46:45,2020-03-06 06:44:43,,UserD,,,walk-in,Network,1 High,This is a description,4 - Low,In Progress,Normal
INC2450,2020-01-03 14:36:16,UserA,2020-02-23 23:40:37,,,,,UserF,,,email,Hardware,2 Medium,This is a description,2 - High,,Normal
INC2451,2020-02-20 13:44:05,UserA,2020-03-14 15:52:41,,,,,UserG,2020-04-08 01:59:06,,walk-in,Software,1 High,This is a description,3 - Moderate,Normal,Normal
INC2452,2020-01-05 15:46:54,UserB,2020-02-28 17:12:28,,,,,UserG,2020-05-18 05:57:19,,phone,Help,1 High,This is a description,1 - Critical,On Hold,
INC2453,2020-02-16 05:38:53,UserF,2020-02-14 09:18:02,2020-06-14 20:19:47,2020-07-26 01:26:49,2020-03-17 02:18:06,,UserA,,,phone,Software,2 Medium,This is a description,3 - Moderate,,New
INC2454,2020-02-26 15:14:01,UserG,2020-02-05 13:06:43,,,,,UserC,2020-04-24 15:37:02,,email,Software,2 Medium,This is a description,2 - High,,Normal
INC2455,2020-01-14 00:48:20,UserD,2020-03-04 19:18:10,,,2020-03-28 14:12:01,,UserA,,,walk-in,Help,3 Low,This is a description,3 - Moderate,Closed,New
INC2456,2020-02-25 15:47:49,UserB,2020-03-19 07:04:30,,,,,UserA,,2020-06-26 13:51:36,email,Network,2 Medium,This is a description,3 - Moderate,On Hold,Normal
INC2457,2020-02-04 05:13:07,UserA,2020-02-27 21:26:04,,2020-07-17 22:04:04,,,UserG,2020-05-04 20:55:24,,email,Help,2 Medium,This is a description,4 - Low,Normal,
INC2458,2020-02-10 06:38:47,UserB,2020-02-11 18:57:47,,,2020-04-07 03:24:49,,UserG,,,email,Software,2 Medium,This is a description,3 - Moderate,,Moderate
INC2459,2020-02-25 00:53:08,UserF,2020-02-15 01:10:03,,,2020-04-11 00:06:14,,UserA,,,email,Help,2 Medium,This is a description,3 - Moderate,In Progress,Overdue
INC2460,2020-02-21 20:24:23,UserB,2020-02-15 11:19:56,2020-07-10 11:55:30,,,,UserC,,,phone,Software,2 Medium,This is a description,3 - Moderate,In Progress,New
INC2461,2020-02-03 18:39:16,UserB,2020-02-21 15:51:46,2020-07-23 10:26:46,,,2020-10-07 20:16:09,UserA,2020-05-22 01:23:08,,walk-in,Smartphone,1 High,This is a description,2 - High,,Overdue
INC2462,2020-01-12 03:35:19,UserA,2020-02-27 13:50:22,,2020-08-27 00:01:17,,,UserD,,,email,Software,2 Medium,This is a description,4 - Low,In Progress,High
INC2463,2020-01-14 13:32:06,UserD,2020-02-01 20:57:45,,2020-07-20 20:53:21,2020-03-14 11:43:25,,UserB,2020-04-02 02:30:17,2020-05-15 18:32:07,walk-in,Software,2 Medium,This is a description,4 - Low,In Progress,New
INC2464,2020-02-25 14:26:43,UserA,2020-02-14 04:07:53,,2020-08-04 09:33:46,,,UserA,,,walk-in,Hardware,2 Medium,This is a description,4 - Low,Normal,High
INC2465,2020-02-10 04:35:24,UserG,2020-02-13 07:43:24,,,2020-03-25 07:10:03,,UserB,,,walk-in,Software,1 High,This is a description,3 - Moderate,Closed,Overdue
INC2466,2020-02-04 21:52:59,UserG,2020-03-22 05:55:34,,,2020-03-26 04:22:40,,UserA,,,email,Help,1 High,This is a description,3 - Moderate,,
INC2467,2020-01-19 00:28:12,UserA,2020-02-07 09:58:45,,,,2020-09-08 05:11:57,UserC,,,phone,Smartphone,2 Medium,This is a description,4 - Low,In Progress,New
INC2468,2020-02-02 18:45:40,UserA,2020-03-15 05:46:09,,2020-08-23 05:10:41,,,UserA,,,walk-in,Software,2 Medium,This is a description,1 - Critical,Closed,
INC2469,2020-02-25 14:32:46,UserE,2020-03-22 23:27:42,2020-06-05 05:07:12,,2020-04-04 11:10:30,,UserF,2020-04-25 02:04:48,,email,Help,2 Medium,This is a description,3 - Moderate,In Progress,
INC2470,2020-02-01 07:59:25,UserA,2020-03-10 13:49:43,,,,,UserA,,,walk-in,Software,3 Low,This is a description,3 - Moderate,In Progress,Overdue
INC2471,2020-02-06 09:53:18,UserA,2020-02-14 04:19:21,2020-07-22 01:49:49,,2020-03-25 07:03:51,,UserD,,,walk-in,Software,1 High,This is a description,3 - Moderate,In Progress,New
INC2472,2020-01-21 12:14:33,UserC,2020-02-07 15:08:38,2020-07-12 17:02:33,2020-07-28 23:35:06,,,UserA,,,phone,Software,3 Low,This is a description,4 - Low,In Progress,New
INC2473,2020-01-28 13:49:33,UserE,2020-03-25 19:13:27,,2020-08-23 15:47:11,,,UserE,2020-04-27 13:15:33,2020-06-06 14:41:21,email,Software,3 Low,This is a description,2 - High,,Moderate
INC2474,2020-02-08 18:39:57,UserA,2020-03-06 22:46:50,,,2020-03-16 16:55:23,,UserD,,,walk-in,Hardware,2 Medium,This is a description,3 - Moderate,,Normal
INC2475,2020-01-25 04:39:57,UserB,2020-02-23 02:49:21,2020-06-13 06:09:31,,2020-04-04 10:06:40,,UserB,,,email,Help,2 Medium,This is a description,4 - Low,In Progress,New
INC2476,2020-02-18 04:22:55,UserA,2020-02-02 08:36:47,,,2020-04-26 15:28:24,,UserC,,2020-06-27 07:24:22,email,Network,2 Medium,This is a description,3 - Moderate,In Progress,
INC2477,2020-01-26 05:25:33,UserB,2020-02-14 11:09:55,,2020-07-23 19:31:09,2020-04-05 19:23:46,,UserA,2020-04-25 23:36:29,2020-06-14 11:10:18,phone,Hardware,2 Medium,This is a description,3 - Moderate,Normal,Overdue
INC2478,2020-02-26 04:08:23,UserB,2020-02-22 06:18:54,,,,,UserA,2020-05-11 16:53:26,,walk-in,Hardware,2 Medium,This is a description,3 - Moderate,In Progress,
INC2479,2020-02-07 06:35:51,UserA,2020-03-09 09:27:22,,,2020-03-19 23:47:44,2020-09-03 04:17:20,UserA,,2020-06-24 17:39:41,walk-in,Software,3 Low,This is a description,2 - High,In Progress,Moderate
INC2480,2020-01-17 06:10:33,UserB,2020-03-19 12:36:07,,,2020-04-19 03:32:44,,UserB,,,walk-in,Software,2 Medium,This is a description,4 - Low,,Normal
INC2481,2020-01-13 18:47:30,UserA,2020-03-28 19:38:10,2020-06-24 00:24:20,,,,UserD,,2020-05-01 02:19:58,email,Network,2 Medium,This is a description,1 - Critical,,Normal
INC2482,2020-01-14 01:56:46,UserF,2020-03-07 20:46:49,,,,,UserG,,,email,Hardware,1 High,This is a description,2 - High,Normal,Normal
INC2483,2020-02-04 23:29:28,UserB,2020-03-17 17:43:33,,,2020-04-24 21:26:44,2020-09-14 21:52:59,UserF,2020-05-24 05:30:04,,walk-in,Hardware,3 Low,This is a description,5 - Planning,On Hold,Normal
INC2484,2020-01-17 21:58:15,UserA,2020-03-04 11:47:49,,2020-08-28 21:31:06,2020-03-03 21:22:11,2020-10-22 21:57:02,UserG,,,phone,Hardware,2 Medium,This is a description,2 - High,Normal,
INC2485,2020-01-13 02:14:19,UserE,2020-02-18 18:01:09,2020-06-14 14:37:10,,2020-04-07 18:44:24,2020-09-22 04:02:24,UserC,,,walk-in,Network,3 Low,This is a description,1 - Critical,Closed,
INC2486,2020-01-09 04:07:09,UserG,2020-03-26 19:36:39,,,2020-03-25 02:09:06,,UserA,2020-05-16 21:48:18,,walk-in,Help,2 Medium,This is a description,4 - Low,Normal,Overdue
INC2487,2020-01-25 06:15:54,UserA,2020-02-27 23:39:06,,,2020-04-01 05:58:40,,UserF,,2020-06-14 13:41:15,walk-in,Help,2 Medium,This is a description,4 - Low,On Hold,
INC2488,2020-01-17 04:11:11,UserF,2020-03-11 00:27:05,,,2020-03-11 22:55:32,,UserC,,,walk-in,Help,3 Low,This is a description,4 - Low,Normal,Overdue
INC2489,2020-01-01 05:27:30,UserB,2020-02-01 10:35:08,,,,,UserA,2020-04-21 16:28:44,,walk-in,Network,2 Medium,This is a description,3 - Moderate,On Hold,Overdue
INC2490,2020-01-02 08:40:32,UserA,2020-02-10 08:16:16,,,2020-04-26 10:29:25,,UserB,2020-04-01 17:15:51,,walk-in,Network,3 Low,This is a description,2 - High,Normal,High
INC2491,2020-02-05 01:01:27,UserG,2020-03-02 09:13:36,,,,,UserA,,,email,Network,2 Medium,This is a description,4 - Low,Normal,Overdue
INC2492,2020-01-01 21:22:20,UserG,2020-03-20 13:47:07,,,,,UserB,,,walk-in,Hardware,3 Low,This is a description,2 - High,In Progress,New
INC2493,2020-01-18 00:55:27,UserB,2020-02-11 21:04:30,,,2020-03-24 08:24:18,,UserA,,,walk-in,Help,2 Medium,This is a description,4 - Low,On Hold,Moderate
INC2494,2020-01-27 12:55:46,UserB,2020-03-19 22:54:09,,,,,UserB,2020-05-21 16:44:50,2020-05-27 07:33:28,walk-in,Hardware,2 Medium,This is a description,5 - Planning,,
INC2495,2020-02-05 15:37:19,UserF,2020-02-15 14:34:21,,,2020-03-20 03:56:45,2020-09-09 22:50:45,UserB,,2020-05-22 06:26:11,email,Software,2 Medium,This is a description,3 - Moderate,In Progress,Overdue
INC2496,2020-01-16 10:39:57,UserB,2020-03-07 09:38:38,2020-07-10 02:44:17,,,,UserA,,,walk-in,Software,2 Medium,This is a description,3 - Moderate,In Progress,Normal
INC2497,2020-02-26 03:51:45,UserB,2020-03-02 20:02:59,,,,,UserB,2020-04-25 15:05:06,,walk-in,Smartphone,2 Medium,This is a description,2 - High,Normal,Normal
INC2498,2020-01-01 10:34:30,UserD,2020-03-24 14:17:51,,,,,UserA,,,walk-in,Hardware,2 Medium,This is a description,4 - Low,Normal,
INC2499,2020-01-05 00:54:46,UserB,2020-03-05 02:32:26,,,2020-04-04 01:33:13,,UserE,,,walk-in,Software,2 Medium,This is a description,2 - High,,
INC2500,2020-02-13 02:15:26,UserB,2020-03-09 03:54:15,,2020-08-28 12:54:30,2020-04-17 09:36:46,,UserG,2020-04-26 04:54:16,,email,Software,2 Medium,This is a description,3 - Moderate,Closed,Normal
INC2501,2020-01-24 16:20:02,UserF,2020-03-24 05:48:14,,,2020-04-21 23:42:03,,UserG,,,phone,Hardware,2 Medium,This is a description,1 - Critical,In Progress,
INC2502,2020-01-01 08:38:41,UserD,2020-03-16 06:25:40,,2020-08-03 12:54:33,2020-03-07 09:14:26,2020-09-24 11:46:25,UserF,2020-05-16 15:03:47,2020-06-03 03:09:16,phone,Network,2 Medium,This is a description,4 - Low,Normal,Moderate
INC2503,2020-01-18 00:25:15,UserA,2020-02-07 03:41:26,2020-06-13 12:15:01,,2020-03-05 23:40:36,,UserB,2020-05-07 05:28:39,2020-05-07 02:32:28,walk-in,Help,2 Medium,This is a description,3 - Moderate,Closed,Overdue
INC2504,2020-02-26 11:49:51,UserA,2020-02-19 21:03:13,,,,,UserC,,,email,Software,3 Low,This is a description,2 - High,Normal,Normal
INC2505,2020-02-03 09:21:47,UserD,2020-03-11 05:44:09,2020-07-20 14:57:44,2020-07-03 11:11:23,2020-04-27 06:13:53,,UserA,2020-05-01 23:52:08,,walk-in,Help,1 High,This is a description,5 - Planning,Normal,Normal
INC2506,2020-01-06 10:24:49,UserE,2020-03-18 04:24:19,2020-06-28 14:21:57,,,,UserB,,,walk-in,Help,3 Low,This is a description,3 - Moderate,,Normal
INC2507,2020-01-03 18:35:28,UserA,2020-03-11 06:11:16,2020-07-02 20:31:19,,2020-03-07 20:34:41,,UserB,2020-04-01 08:29:27,,walk-in,Software,2 Medium,This is a description,1 - Critical,In Progress,New
INC2508,2020-02-10 16:48:41,UserF,2020-03-19 08:46:30,,,2020-04-06 17:08:08,2020-10-07 12:59:06,UserA,2020-04-19 23:35:26,,email,Software,2 Medium,This is a description,2 - High,Normal,Overdue
INC2509,2020-02-09 22:01:26,UserC,2020-03-17 19:58:55,2020-06-04 15:18:19,,,,UserB,,2020-05-18 08:08:46,walk-in,Help,2 Medium,This is a description,2 - High,In Progress,Overdue
INC2510,2020-02-17 17:44:04,UserG,2020-03-03 02:02:27,,,2020-03-12 02:59:46,,UserG,,,email,Help,3 Low,This is a description,4 - Low,Normal,Normal
INC2511,2020-01-21 06:17:59,UserA,2020-03-01 06:44:16,,,2020-03-20 12:05:57,,UserF,2020-05-22 00:48:32,2020-06-18 09:05:34,walk-in,Software,2 Medium,This is a description,1 - Critical,,Moderate
INC2512,2020-01-24 00:07:38,UserA,2020-03-24 07:04:54,,,,2020-09-13 21:40:42,UserA,2020-04-12 06:16:05,,phone,Software,2 Medium,This is a description,2 - High,,Overdue
INC2513,2020-02-20 15:45:28,UserA,2020-02-09 04:43:50,,2020-07-23 17:01:57,,,UserA,,2020-05-21 04:08:03,phone,Smartphone,2 Medium,This is a description,1 - Critical,In Progress,
INC2514,2020-02-05 14:10:04,UserA,2020-02-22 10:14:14,,,2020-03-08 11:14:24,,UserE,,,email,Software,2 Medium,This is a description,3 - Moderate,In Progress,Normal
INC2515,2020-02-02 21:31:45,UserA,2020-02-25 00:45:28,,2020-08-27 20:43:50,2020-04-05 20:34:35,,UserA,2020-04-02 13:13:44,,walk-in,Hardware,2 Medium,This is a description,4 - Low,Normal,
INC2516,2020-02-24 12:38:30,UserB,2020-03-11 10:09:09,,,,,UserB,,,email,Software,1 High,This is a description,3 - Moderate,In Progress,
INC2517,2020-01-10 14:52:13,UserD,2020-03-14 11:33:03,,,,,UserA,2020-05-05 01:22:42,,walk-in,Software,2 Medium,This is a description,5 - Planning,In Progress,Normal
INC2518,2020-02-27 22:49:24,UserE,2020-03-11 15:24:24,,,,,UserB,,2020-05-05 14:12:08,phone,Help,2 Medium,This is a description,5 - Planning,Normal,High
INC2519,2020-02-24 21:10:17,UserC,2020-03-03 19:23:56,,2020-07-21 10:45:49,,,UserE,,,walk-in,Help,2 Medium,This is a description,5 - Planning,Normal,Overdue
INC2520,2020-02-20 00:30:49,UserA,2020-03-25 11:11:40,,,2020-04-10 12:35:28,,UserB,2020-04-22 10:46:53,,walk-in,Help,2 Medium,This is a description,2 - High,In Progress,New
INC2521,2020-01-07 20:15:57,UserE,2020-02-03 17:35:06,,2020-08-15 22:23:29,,,UserA,,,walk-in,Hardware,2 Medium,This is a description,3 - Moderate,Closed,Normal
INC2522,2020-02-07 07:27:48,UserF,2020-02-06 15:48:43,2020-06-22 03:33:55,,,,UserA,2020-04-21 13:29:05,,email,Help,3 Low,This is a description,3 - Moderate,,New
INC2523,2020-02-21 06:36:43,UserC,2020-02-26 17:03:57,,2020-08-02 15:40:06,,,UserA,2020-04-17 05:14:45,,email,Software,2 Medium,This is a description,4 - Low,In Progress,
INC2524,2020-01-26 16:09:32,UserB,2020-03-07 12:24:51,,,2020-04-20 16:45:11,,UserC,,2020-05-27 18:14:42,walk-in,Network,2 Medium,This is a description,1 - Critical,Normal,Normal
INC2525,2020-01-24 23:42:54,UserB,2020-02-01 04:28:28,,,,,UserE,,2020-06-01 04:21:57,walk-in,Help,1 High,This is a description,1 - Critical,Normal,New
INC2526,2020-02-07 20:06:40,UserG,2020-03-17 18:02:08,,,,,UserA,,2020-05-01 17:53:48,walk-in,Smartphone,2 Medium,This is a description,5 - Planning,Normal,High
INC2527,2020-02-25 00:51:39,UserC,2020-02-14 15:14:04,2020-06-14 23:01:13,,2020-03-11 17:43:51,,UserG,,2020-05-25 23:55:57,walk-in,Help,3 Low,This is a description,3 - Moderate,In Progress,
INC2528,2020-01-17 18:55:55,UserA,2020-03-04 07:24:26,,,,,UserA,,,email,Help,2 Medium,This is a description,2 - High,In Progress,Moderate
INC2529,2020-02-25 21:20:40,UserA,2020-02-06 09:04:59,2020-06-27 11:54:53,,2020-04-21 14:47:49,,UserG,2020-04-26 12:12:20,,email,Help,2 Medium,This is a description,3 - Moderate,In Progress,Normal
INC2530,2020-01-17 21:14:23,UserG,2020-02-27 17:02:11,,,,,UserA,,2020-06-06 23:42:13,phone,Hardware,1 High,This is a description,3 - Moderate,In Progress,New
INC2531,2020-01-20 10:40:46,UserC,2020-02-24 00:08:16,,,,,UserC,,,email,Help,1 High,This is a description,3 - Moderate,,
INC2532,2020-02-13 21:57:09,UserB,2020-02-27 00:03:15,,,,,UserB,,2020-05-12 11:29:02,walk-in,Help,2 Medium,This is a description,3 - Moderate,On Hold,
INC2533,2020-01-05 16:57:47,UserG,2020-03-15 18:58:31,,,2020-04-16 04:56:31,2020-09-01 12:18:52,UserG,2020-04-07 13:47:57,,walk-in,Help,2 Medium,This is a description,5 - Planning,On Hold,
INC2534,2020-01-21 14:18:07,UserA,2020-03-28 13:02:57,,,2020-04-02 08:40:47,,UserC,2020-04-15 01:45:51,2020-06-15 19:08:59,walk-in,Help,3 Low,This is a description,3 - Moderate,Normal,Moderate
INC2535,2020-02-19 19:20:36,UserB,2020-03-12 06:15:48,,,2020-03-10 23:22:30,,UserC,,,walk-in,Software,2 Medium,This is a description,3 - Moderate,In Progress,New
INC2536,2020-01-26 08:11:59,UserC,2020-03-24 13:35:58,,,,,UserB,,2020-05-20 12:33:59,phone,Hardware,2 Medium,This is a description,3 - Moderate,Normal,High
INC2537,2020-01-20 10:03:59,UserA,2020-03-06 05:31:08,,2020-07-23 21:31:20,2020-03-19 21:51:15,,UserF,2020-05-10 03:41:27,2020-06-20 13:02:56,email,Help,1 High,This is a description,3 - Moderate,,Normal
INC2538,2020-01-01 10:20:45,UserD,2020-02-20 07:55:08,,,2020-03-14 10:59:57,,UserD,,,walk-in,Help,2 Medium,This is a description,3 - Moderate,,New
INC2539,2020-02-25 15:14:12,UserB,2020-03-09 11:10:19,,2020-08-17 04:30:46,,,UserA,,,walk-in,Smartphone,3 Low,This is a description,2 - High,Normal,Normal
INC2540,2020-01-07 14:22:18,UserG,2020-03-19 14:11:14,,,,,UserB,,2020-05-27 01:59:25,walk-in,Smartphone,2 Medium,This is a description,1 - Critical,In Progress,New
INC2541,2020-01-08 06:47:08,UserA,2020-03-04 20:06:22,,2020-08-17 03:51:21,,,UserA,,,phone,Hardware,1 High,This is a description,2 - High,Normal,
INC2542,2020-02-16 06:39:46,UserA,2020-02-13 17:59:59,2020-07-24 02:34:10,,2020-03-04 14:40:57,,UserG,,,email,Help,1 High,This is a description,2 - High,Normal,New
INC2543,2020-02-09 02:30:01,UserA,2020-02-09 20:49:21,,,2020-04-18 04:58:30,,UserC,2020-04-24 09:46:18,,phone,Software,2 Medium,This is a description,4 - Low,,Overdue
INC2544,2020-02-22 14:47:04,UserB,2020-02-24 12:30:45,,,,,UserA,,,email,Hardware,1 High,This is a description,3 - Moderate,Normal,Overdue
INC2545,2020-01-04 16:12:26,UserB,2020-03-12 10:53:42,2020-06-14 04:54:59,,2020-03-16 15:50:43,2020-09-19 20:20:53,UserG,,,email,Help,2 Medium,This is a description,1 - Critical,Normal,Normal
INC2546,2020-02-15 22:42:16,UserF,2020-02-13 20:21:04,2020-06-10 11:19:51,,,2020-09-13 18:20:26,UserE,2020-05-12 00:33:02,,walk-in,Help,3 Low,This is a description,3 - Moderate,On Hold,
INC2547,2020-02-07 01:13:28,UserB,2020-02-26 01:04:30,,2020-07-22 18:55:52,2020-04-04 20:42:31,,UserC,2020-04-25 10:21:32,,walk-in,Smartphone,2 Medium,This is a description,1 - Critical,In Progress,
INC2548,2020-02-21 17:39:46,UserG,2020-02-02 08:29:21,,,,,UserB,,,walk-in,Help,2 Medium,This is a description,5 - Planning,In Progress,New
INC2549,2020-01-19 10:46:54,UserD,2020-03-23 11:04:19,2020-07-09 19:27:49,,,,UserG,,2020-06-28 16:59:59,email,Smartphone,1 High,This is a description,3 - Moderate,,Normal
INC2550,2020-02-28 14:15:13,UserG,2020-03-27 10:15:36,2020-06-07 04:53:03,,,,UserF,2020-05-28 05:36:46,,walk-in,Help,2 Medium,This is a description,3 - Moderate,Normal,High
INC2551,2020-01-05 04:59:30,UserG,2020-03-03 00:15:15,,,2020-04-06 10:33:51,,UserA,2020-04-21 16:03:01,,phone,Smartphone,2 Medium,This is a description,2 - High,On Hold,Normal
INC2552,2020-02-02 22:17:20,UserB,2020-03-03 16:03:28,,,,,UserB,,2020-05-18 04:10:53,walk-in,Hardware,3 Low,This is a description,4 - Low,In Progress,New
INC2553,2020-01-15 18:22:53,UserB,2020-02-09 20:17:42,2020-06-10 01:24:08,,2020-04-15 07:39:06,,UserC,,,walk-in,Hardware,2 Medium,This is a description,1 - Critical,On Hold,Overdue
INC2554,2020-01-10 13:40:44,UserC,2020-02-28 09:59:37,,2020-08-14 13:18:07,,,UserC,2020-04-11 11:06:39,,walk-in,Network,2 Medium,This is a description,3 - Moderate,In Progress,New
INC2555,2020-01-13 22:52:09,UserB,2020-03-15 11:48:24,2020-06-15 12:10:37,,2020-04-07 10:42:54,,UserB,2020-05-07 08:37:45,2020-05-15 09:44:43,walk-in,Help,2 Medium,This is a description,2 - High,In Progress,Normal
INC2556,2020-01-07 05:38:57,UserB,2020-02-08 08:15:48,2020-07-24 14:59:05,2020-08-26 19:41:32,,,UserA,,2020-06-12 20:34:24,walk-in,Help,3 Low,This is a description,3 - Moderate,In Progress,New
INC2557,2020-01-13 09:54:31,UserF,2020-03-09 11:18:04,,,2020-04-24 10:27:21,,UserG,2020-05-16 19:30:11,2020-06-25 10:48:12,walk-in,Network,2 Medium,This is a description,2 - High,On Hold,
INC2558,2020-02-17 14:57:22,UserC,2020-02-07 14:49:32,,,,2020-09-11 07:12:10,UserA,,,walk-in,Help,2 Medium,This is a description,5 - Planning,On Hold,Normal
INC2559,2020-02-13 01:46:22,UserG,2020-02-06 16:58:54,,,2020-04-13 13:09:15,,UserA,2020-05-23 06:49:40,,walk-in,Smartphone,2 Medium,This is a description,3 - Moderate,In Progress,New
INC2560,2020-01-16 23:37:07,UserD,2020-02-16 14:19:08,,,,2020-10-18 16:23:53,UserA,,,walk-in,Help,2 Medium,This is a description,1 - Critical,Closed,
INC2561,2020-01-18 23:10:05,UserA,2020-03-26 10:33:44,,,2020-04-12 19:42:22,,UserE,,,email,Network,2 Medium,This is a description,2 - High,Normal,New
INC2562,2020-02-09 03:16:17,UserD,2020-03-21 08:31:59,,,2020-04-15 05:18:11,,UserG,2020-04-11 09:03:37,2020-06-09 15:19:31,walk-in,Network,2 Medium,This is a description,3 - Moderate,Normal,Moderate
INC2563,2020-01-13 02:20:29,UserC,2020-02-23 04:10:36,2020-06-01 09:17:01,,,,UserC,,,phone,Network,2 Medium,This is a description,2 - High,On Hold,Overdue
INC2564,2020-02-06 08:30:58,UserA,2020-02-26 17:39:19,,,,,UserD,,2020-05-21 22:06:29,email,Hardware,2 Medium,This is a description,2 - High,In Progress,Normal
INC2565,2020-02-16 12:25:52,UserD,2020-03-12 03:42:40,,,,2020-10-13 04:14:52,UserG,,2020-06-23 22:16:10,walk-in,Hardware,2 Medium,This is a description,3 - Moderate,In Progress,New
INC2566,2020-02-01 00:42:05,UserB,2020-02-23 08:56:42,2020-07-10 10:40:55,,,,UserB,,,walk-in,Hardware,1 High,This is a description,5 - Planning,Normal,Normal
INC2567,2020-01-10 14:12:27,UserD,2020-03-17 02:01:29,,,2020-04-28 09:41:36,,UserB,,,walk-in,Hardware,2 Medium,This is a description,3 - Moderate,In Progress,
INC2568,2020-02-09 11:15:42,UserE,2020-03-02 22:02:48,,,2020-03-01 05:31:50,,UserA,,2020-06-26 01:59:59,walk-in,Hardware,2 Medium,This is a description,5 - Planning,Normal,Overdue
INC2569,2020-02-03 01:46:44,UserA,2020-03-26 11:18:23,,,2020-03-24 22:22:24,,UserF,,,walk-in,Software,2 Medium,This is a description,3 - Moderate,Closed,Normal
INC2570,2020-01-13 23:34:18,UserA,2020-03-24 21:21:15,,,,,UserA,2020-05-17 07:32:30,,walk-in,Software,3 Low,This is a description,1 - Critical,In Progress,Normal
INC2571,2020-02-10 05:13:52,UserA,2020-02-18 23:47:06,2020-07-15 08:54:41,,2020-03-01 13:01:49,,UserG,2020-04-09 20:53:11,,walk-in,Hardware,2 Medium,This is a description,3 - Moderate,In Progress,
INC2572,2020-01-22 03:20:07,UserA,2020-03-16 10:11:11,,,2020-04-10 04:18:26,2020-09-19 00:30:03,UserA,,,walk-in,Help,3 Low,This is a description,2 - High,,Moderate
INC2573,2020-02-18 01:14:52,UserB,2020-03-19 19:52:27,,2020-07-09 21:51:59,2020-03-11 07:33:06,,UserC,,,email,Hardware,3 Low,This is a description,4 - Low,In Progress,Normal
INC2574,2020-01-11 17:12:05,UserB,2020-02-09 12:16:41,,,2020-03-27 07:45:03,,UserA,,2020-06-06 03:59:43,walk-in,Help,1 High,This is a description,2 - High,Normal,Normal
INC2575,2020-01-28 12:53:21,UserD,2020-03-05 20:33:09,,,2020-04-12 02:50:57,,UserC,,,email,Help,2 Medium,This is a description,3 - Moderate,In Progress,
INC2576,2020-02-10 09:14:25,UserA,2020-02-18 14:22:47,,,2020-03-24 03:58:56,,UserA,2020-04-07 07:08:08,,email,Software,2 Medium,This is a description,2 - High,On Hold,High
INC2577,2020-01-27 10:41:50,UserD,2020-03-22 04:59:49,,,2020-04-17 04:33:16,,UserB,,2020-05-27 01:48:05,walk-in,Hardware,2 Medium,This is a description,2 - High,,New
INC2578,2020-02-28 05:32:25,UserB,2020-03-17 22:44:49,,2020-07-26 17:25:54,2020-03-16 17:14:08,,UserG,,,walk-in,Hardware,1 High,This is a description,2 - High,Normal,
INC2579,2020-02-16 00:27:29,UserA,2020-03-20 17:53:40,2020-07-24 20:13:20,,2020-04-16 02:10:29,,UserD,2020-04-28 05:29:17,,walk-in,Help,3 Low,This is a description,4 - Low,Normal,
INC2580,2020-01-08 18:19:32,UserA,2020-02-26 05:04:41,,,2020-03-03 05:13:37,,UserG,,,walk-in,Software,3 Low,This is a description,4 - Low,Normal,Normal
INC2581,2020-01-15 22:02:08,UserC,2020-03-21 08:49:39,,,2020-04-23 21:19:05,2020-09-23 22:18:14,UserB,,,email,Help,2 Medium,This is a description,2 - High,In Progress,New
INC2582,2020-02-16 23:40:42,UserA,2020-02-05 16:51:18,,,,,UserA,2020-04-17 23:52:45,,walk-in,Software,2 Medium,This is a description,2 - High,On Hold,New
INC2583,2020-02-02 23:43:38,UserA,2020-03-11 05:53:40,,,2020-04-21 04:11:43,,UserB,,,walk-in,Help,2 Medium,This is a description,4 - Low,,High
INC2584,2020-02-19 18:35:20,UserB,2020-02-24 06:49:39,,,2020-03-27 22:55:22,2020-10-27 07:35:36,UserF,,2020-06-13 19:29:14,walk-in,Help,2 Medium,This is a description,4 - Low,Normal,Overdue
INC2585,2020-02-11 16:11:01,UserA,2020-03-08 21:43:09,,,,,UserC,,,walk-in,Hardware,2 Medium,This is a description,3 - Moderate,In Progress,Overdue
INC2586,2020-01-21 16:53:03,UserA,2020-02-18 13:39:44,2020-06-14 08:38:29,,2020-04-02 17:06:15,,UserF,,,email,Network,2 Medium,This is a description,4 - Low,In Progress,New
INC2587,2020-01-15 07:53:40,UserA,2020-03-07 12:34:52,,2020-07-02 19:39:06,2020-03-02 00:36:34,2020-10-11 15:13:02,UserE,2020-05-14 05:54:04,,email,Software,3 Low,This is a description,3 - Moderate,Closed,New
INC2588,2020-01-04 01:22:20,UserA,2020-03-02 22:09:10,2020-07-16 17:17:47,,,,UserG,2020-05-08 23:51:23,,phone,Network,2 Medium,This is a description,4 - Low,On Hold,Overdue
INC2589,2020-02-03 00:41:31,UserA,2020-02-25 22:57:38,,2020-07-18 08:12:21,,,UserD,,,phone,Network,1 High,This is a description,2 - High,,New
INC2590,2020-02-27 19:10:11,UserB,2020-02-26 10:50:09,2020-07-20 21:09:53,,,,UserA,2020-05-13 02:34:49,,walk-in,Help,1 High,This is a description,3 - Moderate,,
