number,sys_created_on,sys_created_by,opened_at,resolved_at,reopened_time,activity_due,closed_at,closed_by,due_date,sla_due,contact_type,category,urgency,short_description,priority,state,escalation
INC293,2020-01-26 15:49:12,UserG,2020-02-23 23:40:11,,,2020-03-28 05:47:34,2020-10-20 06:43:35,UserB,2020-04-22 05:58:31,,phone,Hardware,3 Low,This is a description,3 - Moderate,In Progress,Moderate
INC294,2020-02-08 05:32:01,UserF,2020-03-25 20:40:06,,,,,UserG,,2020-05-01 13:40:20,walk-in,Hardware,2 Medium,This is a description,3 - Moderate,Normal,New
INC295,2020-02-11 14:14:02,UserA,2020-03-15 22:07:55,,,,,UserB,2020-05-02 22:15:08,,email,Help,2 Medium,This is a description,4 - Low,,Normal
INC296,2020-02-06 15:34:40,UserB,2020-02-10 18:17:08,,,,2020-09-27 22:48:32,UserA,,,walk-in,Smartphone,2 Medium,This is a description,3 - Moderate,Normal,Normal
INC297,2020-02-03 19:24:37,UserB,2020-02-04 04:57:12,,,2020-04-13 04:27:51,,UserA,2020-05-05 08:21:37,,walk-in,Software,2 Medium,This is a description,2 - High,Normal,Overdue
INC298,2020-02-27 00:39:27,UserB,2020-02-11 03:42:08,,,,,UserA,2020-05-08 08:06:46,,walk-in,Hardware,2 Medium,This is a description,4 - Low,,Normal
INC299,2020-02-11 11:02:56,UserB,2020-03-17 17:18:34,,,,,UserA,2020-04-27 11:51:14,2020-05-26 03:54:24,walk-in,Software,2 Medium,This is a description,5 - Planning,Closed,Moderate
INC300,2020-01-07 17:57:18,UserA,2020-02-20 17:49:59,,,2020-03-03 18:35:38,,UserA,,,walk-in,Hardware,2 Medium,This is a description,5 - Planning,Normal,New
INC301,2020-02-17 04:50:36,UserA,2020-02-02 12:51:40,,,2020-03-12 09:53:31,,UserA,,,email,Hardware,2 Medium,This is a description,4 - Low,,New
INC302,2020-01-24 22:06:36,UserB,2020-03-11 22:10:10,,,2020-04-02 23:49:21,,UserE,,2020-06-12 01:41:53,email,Help,2 Medium,This is a description,2 - High,Normal,Moderate
INC303,2020-01-17 11:36:26,UserC,2020-03-20 22:31:02,2020-07-09 05:27:01,,2020-03-14 12:46:53,,UserA,2020-05-25 08:14:24,,walk-in,Help,2 Medium,This is a description,4 - Low,,New
INC304,2020-02-16 17:51:33,UserE,2020-02-06 00:11:13,,,2020-03-07 16:12:17,,UserA,2020-04-27 02:33:35,2020-06-21 15:58:41,walk-in,Hardware,2 Medium,This is a description,2 - High,Normal,High
INC305,2020-02-06 17:55:53,UserA,2020-03-16 13:29:23,,,,,UserC,,,walk-in,Software,2 Medium,This is a description,5 - Planning,In Progress,High
INC306,2020-01-01 01:35:25,UserB,2020-03-15 07:36:26,,2020-08-10 18:34:03,,,UserA,,,walk-in,Hardware,1 High,This is a description,3 - Moderate,In Progress,New
INC307,2020-01-17 21:35:14,UserB,2020-02-15 13:49:20,,,,,UserG,2020-04-08 02:54:52,2020-06-15 00:40:25,walk-in,Help,2 Medium,This is a description,2 - High,Closed,Overdue
INC308,2020-02-04 20:58:29,UserA,2020-02-24 11:46:07,,,2020-03-21 00:27:34,,UserA,,,walk-in,Software,1 High,This is a description,3 - Moderate,In Progress,Moderate
INC309,2020-02-07 15:22:33,UserB,2020-02-18 15:47:29,,,,,UserA,,,walk-in,Network,2 Medium,This is a description,5 - Planning,Normal,Overdue
INC310,2020-02-01 14:05:19,UserC,2020-03-22 19:05:22,,,2020-03-21 18:11:27,,UserA,2020-04-26 22:28:51,2020-06-12 17:23:21,walk-in,Hardware,3 Low,This is a description,4 - Low,Normal,Moderate
INC311,2020-02-17 20:30:14,UserB,2020-02-08 11:19:08,,2020-08-10 14:36:15,2020-03-05 19:25:12,,UserE,,,walk-in,Hardware,1 High,This is a description,5 - Planning,In Progress,Overdue
INC312,2020-02-07 02:04:17,UserA,2020-03-04 04:57:22,,,2020-03-01 18:32:54,,UserA,,,walk-in,Hardware,2 Medium,This is a description,2 - High,Closed,Normal
INC313,2020-02-22 04:10:31,UserB,2020-02-16 14:28:03,2020-07-10 11:16:21,,,,UserF,,,walk-in,Network,2 Medium,This is a description,2 - High,Normal,Overdue
INC314,2020-01-18 06:59:29,UserD,2020-03-15 12:36:30,,,,,UserD,2020-05-21 21:22:30,,walk-in,Software,1 High,This is a description,2 - High,On Hold,Overdue
INC315,2020-01-06 07:59:52,UserA,2020-03-21 05:03:52,,,2020-03-22 18:02:04,2020-09-17 09:06:51,UserB,,,walk-in,Network,2 Medium,This is a description,1 - Critical,Normal,
INC316,2020-02-10 03:59:54,UserG,2020-03-04 04:09:20,,,,,UserA,,2020-06-12 01:24:45,walk-in,Software,2 Medium,This is a description,4 - Low,Normal,High
INC317,2020-01-17 02:03:05,UserA,2020-03-17 05:47:35,,2020-07-17 14:33:22,2020-04-12 09:26:34,,UserA,,,walk-in,Help,1 High,This is a description,2 - High,,High
INC318,2020-01-11 02:11:27,UserB,2020-02-03 07:58:40,,,,,UserA,,,email,Hardware,2 Medium,This is a description,3 - Moderate,Closed,Normal
INC319,2020-01-07 07:47:50,UserB,2020-02-17 21:06:11,,,,,UserE,2020-05-17 10:14:45,2020-06-12 18:15:28,email,Help,2 Medium,This is a description,5 - Planning,Normal,Moderate
INC320,2020-01-07 19:58:30,UserE,2020-02-11 14:18:33,,,2020-04-05 10:59:26,2020-10-15 19:40:09,UserA,2020-04-22 02:43:04,,email,Smartphone,2 Medium,This is a description,2 - High,Normal,New
INC321,2020-01-14 02:27:14,UserA,2020-02-05 20:57:05,2020-06-03 02:58:05,,,,UserC,2020-05-20 01:35:28,,email,Help,3 Low,This is a description,4 - Low,Closed,High
INC322,2020-02-09 06:35:05,UserB,2020-02-08 12:37:59,2020-07-26 04:29:44,,2020-03-16 19:22:05,,UserG,,2020-06-11 19:31:24,walk-in,Help,1 High,This is a description,3 - Moderate,,High
INC323,2020-02-16 15:59:56,UserC,2020-03-10 06:17:25,,,,,UserE,,,email,Help,2 Medium,This is a description,1 - Critical,In Progress,Normal
INC324,2020-02-01 03:08:58,UserA,2020-02-04 21:49:50,,,2020-03-26 13:19:33,,UserA,,2020-05-06 11:41:20,phone,Help,3 Low,This is a description,1 - Critical,In Progress,
INC325,2020-02-16 19:30:31,UserD,2020-03-28 04:58:15,,,2020-04-15 21:32:44,,UserB,,,email,Hardware,2 Medium,This is a description,5 - Planning,Normal,New
INC326,2020-01-10 08:53:22,UserA,2020-02-22 20:11:33,,,,,UserA,,,email,Help,3 Low,This is a description,2 - High,In Progress,New
INC327,2020-02-05 23:10:52,UserA,2020-02-15 10:33:50,,,,,UserD,,,walk-in,Hardware,3 Low,This is a description,3 - Moderate,Normal,High
INC328,2020-02-12 11:35:06,UserF,2020-03-15 18:26:39,,2020-08-19 23:11:21,2020-03-27 11:09:57,,UserD,2020-05-15 09:54:19,2020-05-02 17:12:12,email,Software,3 Low,This is a description,3 - Moderate,Normal,Moderate
INC329,2020-01-01 01:19:34,UserA,2020-03-27 14:22:26,2020-07-21 20:08:25,2020-07-16 08:31:47,,,UserA,,2020-05-07 04:37:13,walk-in,Software,2 Medium,This is a description,3 - Moderate,On Hold,
INC330,2020-01-23 20:16:03,UserA,2020-03-03 09:50:10,,,,2020-09-24 19:53:37,UserB,,,email,Help,2 Medium,This is a description,3 - Moderate,In Progress,
INC331,2020-02-17 02:23:02,UserB,2020-02-13 00:26:06,2020-06-22 05:02:44,,2020-03-04 14:58:51,,UserA,,,walk-in,Software,1 High,This is a description,1 - Critical,,Overdue
INC332,2020-01-02 10:59:51,UserB,2020-02-20 08:35:08,,,2020-04-15 13:13:54,2020-09-01 08:04:57,UserC,,,phone,Software,2 Medium,This is a description,3 - Moderate,,Overdue
INC333,2020-02-25 22:07:41,UserG,2020-03-22 22:54:22,,,,,UserD,,,email,Hardware,2 Medium,This is a description,4 - Low,Normal,Normal
INC334,2020-02-21 06:37:31,UserA,2020-02-24 12:42:59,,,,,UserG,,2020-05-17 17:13:25,walk-in,Software,2 Medium,This is a description,3 - Moderate,In Progress,Normal
INC335,2020-02-21 08:40:12,UserB,2020-02-06 03:15:23,,2020-07-05 08:40:31,,2020-09-20 14:09:50,UserD,,,walk-in,Software,2 Medium,This is a description,1 - Critical,,
INC336,2020-02-26 05:56:54,UserA,2020-03-23 10:04:46,,,2020-03-02 21:47:58,2020-10-24 21:01:21,UserA,2020-04-22 02:45:26,,email,Help,2 Medium,This is a description,5 - Planning,Normal,
INC337,2020-01-20 22:32:36,UserA,2020-03-02 11:56:41,2020-07-21 11:16:41,,2020-04-05 13:41:08,,UserB,,2020-05-06 12:20:22,walk-in,Hardware,1 High,This is a description,3 - Moderate,Closed,High
INC338,2020-01-10 06:38:02,UserB,2020-02-22 11:04:46,,,2020-04-17 12:42:42,,UserA,,,email,Help,2 Medium,This is a description,3 - Moderate,Closed,New
INC339,2020-01-14 10:26:58,UserA,2020-02-19 22:22:32,2020-07-20 12:45:12,,,,UserA,,,walk-in,Hardware,2 Medium,This is a description,5 - Planning,In Progress,
INC340,2020-02-11 15:01:01,UserD,2020-03-10 08:41:56,,,2020-04-10 00:04:44,,UserD,,,walk-in,Help,2 Medium,This is a description,4 - Low,Normal,New
INC341,2020-02-12 09:35:57,UserA,2020-03-09 15:38:15,2020-06-04 02:52:12,,,,UserA,2020-04-06 01:37:27,2020-06-26 01:03:31,walk-in,Help,1 High,This is a description,3 - Moderate,On Hold,New
INC342,2020-02-08 15:44:52,UserB,2020-02-12 18:16:29,,,2020-03-01 04:20:09,,UserA,,,walk-in,Help,3 Low,This is a description,3 - Moderate,Normal,Normal
INC343,2020-02-21 04:56:36,UserA,2020-03-18 17:06:43,,,,,UserA,,2020-06-10 10:56:31,walk-in,Help,2 Medium,This is a description,5 - Planning,Normal,Overdue
INC344,2020-02-25 21:22:43,UserB,2020-03-03 09:58:34,2020-07-09 20:31:58,,,,UserB,,,walk-in,Network,1 High,This is a description,4 - Low,,Normal
INC345,2020-02-22 21:13:54,UserE,2020-02-26 08:08:45,,,,,UserB,,,email,Smartphone,2 Medium,This is a description,4 - Low,In Progress,New
INC346,2020-02-12 03:11:53,UserA,2020-02-27 05:50:15,,2020-08-14 02:31:42,2020-03-14 10:36:38,2020-09-28 19:08:24,UserE,,2020-06-06 11:29:42,email,Software,2 Medium,This is a description,2 - High,On Hold,Normal
INC347,2020-02-20 03:32:55,UserB,2020-03-22 11:10:31,,,2020-04-12 23:18:08,,UserA,,,walk-in,Network,2 Medium,This is a description,3 - Moderate,On Hold,Moderate
INC348,2020-02-21 09:26:12,UserA,2020-03-11 00:02:49,,,2020-04-28 11:42:30,,UserB,,,walk-in,Smartphone,2 Medium,This is a description,2 - High,Normal,Overdue
INC349,2020-01-05 21:15:03,UserC,2020-02-10 04:36:16,,2020-08-21 16:30:12,2020-04-01 13:38:53,,UserA,,,walk-in,Help,2 Medium,This is a description,1 - Critical,Normal,
INC350,2020-01-01 13:10:58,UserC,2020-03-23 22:47:07,,,2020-04-13 05:08:29,,UserE,2020-04-03 17:51:34,,walk-in,Hardware,2 Medium,This is a description,3 - Moderate,Closed,High
INC351,2020-01-03 01:49:47,UserA,2020-03-28 21:55:42,,,2020-04-08 17:42:33,,UserA,,,walk-in,Help,2 Medium,This is a description,3 - Moderate,,Overdue
INC352,2020-01-28 22:56:03,UserA,2020-03-02 11:05:09,,,,,UserB,2020-05-28 03:41:59,,walk-in,Hardware,1 High,This is a description,2 - High,,Normal
INC353,2020-01-21 16:20:44,UserA,2020-02-23 00:21:33,,,2020-03-16 18:55:34,,UserA,2020-04-16 14:45:49,,email,Help,2 Medium,This is a description,3 - Moderate,Normal,Moderate
INC354,2020-02-02 14:54:12,UserA,2020-03-23 09:40:41,2020-06-07 20:46:17,,,,UserA,2020-04-02 20:42:37,,walk-in,Help,3 Low,This is a description,4 - Low,,Overdue
INC355,2020-01-22 09:15:11,UserA,2020-02-14 12:21:30,,2020-08-07 18:01:23,2020-03-23 17:48:09,,UserF,,,walk-in,Hardware,3 Low,This is a description,3 - Moderate,On Hold,New
INC356,2020-01-20 02:39:54,UserA,2020-02-18 19:20:27,,,,2020-10-17 07:49:08,UserA,2020-05-22 08:17:18,,email,Help,2 Medium,This is a description,4 - Low,Normal,New
INC357,2020-01-04 02:11:40,UserB,2020-03-27 23:47:13,2020-06-07 01:20:33,2020-07-20 22:19:11,2020-03-12 06:41:36,,UserA,,2020-06-14 14:01:31,walk-in,Help,1 High,This is a description,3 - Moderate,In Progress,
INC358,2020-02-11 15:46:18,UserD,2020-03-05 11:13:17,,2020-07-16 18:58:51,,,UserB,,,walk-in,Help,2 Medium,This is a description,2 - High,Normal,Moderate
INC359,2020-02-23 22:13:58,UserG,2020-02-23 19:09:29,,,,,UserC,2020-04-07 14:22:23,,email,Hardware,2 Medium,This is a description,1 - Critical,,
INC360,2020-01-03 16:45:05,UserB,2020-02-17 22:29:12,,2020-07-25 15:22:58,,,UserB,2020-04-24 17:09:22,,email,Hardware,2 Medium,This is a description,4 - Low,In Progress,Overdue
INC361,2020-01-23 04:47:16,UserB,2020-03-27 07:24:06,,,2020-03-28 08:38:07,2020-10-24 08:39:59,UserF,,2020-05-15 13:04:57,walk-in,Software,2 Medium,This is a description,5 - Planning,Closed,Normal
INC362,2020-02-10 20:19:40,UserB,2020-02-24 05:43:20,,,2020-04-16 16:20:29,2020-09-19 23:18:31,UserG,2020-04-10 23:44:29,,walk-in,Help,2 Medium,This is a description,1 - Critical,Normal,Overdue
INC363,2020-02-24 10:33:29,UserC,2020-02-24 16:31:26,,,2020-03-03 13:43:03,,UserA,2020-05-10 11:32:55,,walk-in,Software,2 Medium,This is a description,3 - Moderate,,Normal
INC364,2020-01-21 03:47:49,UserB,2020-02-18 13:19:06,,,2020-04-21 00:21:55,,UserA,2020-05-16 20:24:56,,walk-in,Help,1 High,This is a description,3 - Moderate,In Progress,
INC365,2020-01-18 15:16:56,UserG,2020-03-15 05:54:29,,,2020-03-08 16:39:26,,UserD,,,walk-in,Hardware,3 Low,This is a description,2 - High,In Progress,Overdue
INC366,2020-02-23 02:33:51,UserA,2020-02-15 09:30:49,,,,,UserA,,,walk-in,Help,1 High,This is a description,2 - High,In Progress,
INC367,2020-02-24 11:52:25,UserA,2020-02-09 03:52:34,2020-07-14 12:30:14,,,,UserA,2020-05-05 23:53:47,,walk-in,Software,3 Low,This is a description,3 - Moderate,Normal,
INC368,2020-02-05 14:41:03,UserD,2020-03-26 21:35:34,,2020-08-06 01:15:42,2020-04-01 22:39:48,,UserA,2020-05-09 12:08:50,,walk-in,Software,2 Medium,This is a description,5 - Planning,Closed,
INC369,2020-01-07 00:45:29,UserA,2020-03-13 15:35:43,,,,,UserA,,,email,Hardware,2 Medium,This is a description,4 - Low,,New
INC370,2020-01-24 11:51:20,UserA,2020-03-10 04:36:18,,,2020-03-06 18:32:41,,UserA,,,walk-in,Software,3 Low,This is a description,1 - Critical,In Progress,Normal
INC371,2020-02-04 03:52:01,UserF,2020-03-17 21:59:26,,,,,UserB,,2020-06-04 21:11:57,walk-in,Hardware,2 Medium,This is a description,2 - High,Normal,Normal
INC372,2020-02-07 10:21:15,UserB,2020-02-03 15:37:27,,2020-08-10 15:41:19,,,UserA,,2020-06-18 21:34:34,email,Software,3 Low,This is a description,2 - High,,Normal
INC373,2020-02-25 15:34:20,UserF,2020-03-23 00:51:01,2020-06-04 14:50:05,,,,UserB,2020-04-15 22:15:53,2020-05-16 15:40:53,walk-in,Hardware,1 High,This is a description,5 - Planning,On Hold,Moderate
INC374,2020-01-02 07:48:21,UserA,2020-02-22 21:48:44,2020-07-07 04:11:58,2020-07-14 00:42:20,2020-03-18 02:05:14,,UserD,2020-04-07 01:10:28,,walk-in,Software,2 Medium,This is a description,2 - High,,
INC375,2020-02-22 21:56:13,UserA,2020-03-02 04:19:18,,,,,UserD,,,walk-in,Hardware,3 Low,This is a description,2 - High,In Progress,
INC376,2020-01-05 22:59:31,UserE,2020-02-21 10:21:54,,,2020-04-07 19:46:57,,UserG,,,phone,Software,3 Low,This is a description,3 - Moderate,Normal,
INC377,2020-02-19 17:20:10,UserA,2020-02-14 23:40:51,,,,,UserB,,,walk-in,Software,3 Low,This is a description,1 - Critical,In Progress,Normal
INC378,2020-02-26 07:22:23,UserB,2020-02-23 22:41:27,,,,,UserA,,,email,Software,1 High,This is a description,2 - High,In Progress,Overdue
INC379,2020-02-25 07:26:34,UserD,2020-02-18 18:28:28,,,,,UserE,,2020-05-13 04:46:26,walk-in,Hardware,2 Medium,This is a description,4 - Low,In Progress,Overdue
INC380,2020-02-26 06:20:18,UserA,2020-02-19 05:17:45,,,,,UserE,2020-04-17 05:51:53,,walk-in,Network,2 Medium,This is a description,4 - Low,In Progress,Normal
INC381,2020-02-08 15:37:17,UserE,2020-03-01 17:22:59,,,,,UserB,,,phone,Help,1 High,This is a description,2 - High,Normal,
INC382,2020-01-14 05:24:58,UserG,2020-03-11 12:17:29,,,,,UserA,,,walk-in,Hardware,1 High,This is a description,4 - Low,,Moderate
INC383,2020-01-02 23:31:13,UserB,2020-02-11 17:41:19,,2020-07-13 09:15:39,2020-04-01 19:50:17,,UserB,2020-04-23 18:06:25,,email,Help,2 Medium,This is a description,2 - High,Closed,Overdue
INC384,2020-02-11 23:28:23,UserA,2020-03-10 07:50:28,,,2020-03-22 15:40:51,,UserB,,2020-05-14 08:26:05,walk-in,Hardware,3 Low,This is a description,4 - Low,On Hold,
INC385,2020-02-08 13:04:17,UserB,2020-02-21 13:48:21,,,2020-04-07 23:41:20,,UserF,,2020-05-23 10:16:37,walk-in,Help,3 Low,This is a description,3 - Moderate,Normal,New
INC386,2020-01-24 14:20:20,UserB,2020-02-25 05:39:36,2020-06-07 00:41:49,,,,UserA,,,phone,Smartphone,2 Medium,This is a description,5 - Planning,,High
INC387,2020-02-02 11:32:51,UserA,2020-02-18 16:32:38,,,,,UserB,,,walk-in,Hardware,2 Medium,This is a description,4 - Low,In Progress,New
INC388,2020-01-05 16:35:21,UserC,2020-02-24 20:38:32,,,,,UserF,2020-05-06 06:26:54,,phone,Hardware,2 Medium,This is a description,3 - Moderate,,Normal
INC389,2020-01-12 15:10:55,UserG,2020-02-13 02:08:48,,2020-07-20 01:16:37,,,UserG,2020-04-25 04:02:13,,walk-in,Software,2 Medium,This is a description,5 - Planning,Normal,New
INC390,2020-02-17 23:11:35,UserA,2020-03-21 10:12:50,,2020-07-28 16:22:09,2020-03-27 05:18:59,,UserA,2020-04-17 04:25:15,,email,Hardware,1 High,This is a description,2 - High,Closed,
INC391,2020-01-16 01:17:58,UserC,2020-03-18 09:26:42,,,,,UserF,,,phone,Network,3 Low,This is a description,3 - Moderate,,Overdue
INC392,2020-02-14 04:45:13,UserE,2020-03-06 02:38:33,,,2020-03-04 23:52:33,,UserE,,,walk-in,Hardware,1 High,This is a description,3 - Moderate,In Progress,Moderate
INC393,2020-02-18 12:57:06,UserG,2020-03-20 06:52:06,,,,,UserD,,2020-06-02 14:17:16,walk-in,Smartphone,2 Medium,This is a description,4 - Low,In Progress,High
INC394,2020-01-19 11:13:02,UserA,2020-02-16 05:44:53,,2020-07-05 10:33:25,,,UserA,2020-05-08 21:02:17,2020-06-21 04:23:04,email,Hardware,2 Medium,This is a description,1 - Critical,On Hold,Moderate
INC395,2020-02-04 23:38:34,UserB,2020-02-15 03:14:52,,,,,UserE,,2020-05-21 10:44:57,email,Software,2 Medium,This is a description,3 - Moderate,Normal,High
INC396,2020-02-24 19:37:57,UserA,2020-02-09 09:35:14,,,,,UserD,,,phone,Hardware,3 Low,This is a description,5 - Planning,In Progress,Normal
INC397,2020-01-19 23:02:05,UserA,2020-02-13 06:21:45,,,2020-03-21 02:29:56,,UserG,2020-04-07 22:54:46,,walk-in,Help,2 Medium,This is a description,3 - Moderate,On Hold,Overdue
INC398,2020-01-01 03:27:12,UserG,2020-03-11 05:04:42,,,2020-03-05 03:44:18,,UserB,2020-05-11 04:01:52,2020-06-25 20:31:23,email,Help,2 Medium,This is a description,4 - Low,Normal,New
INC399,2020-01-24 16:51:13,UserA,2020-03-14 16:34:47,,2020-07-23 00:51:19,2020-04-02 10:37:14,,UserE,,2020-05-24 17:46:38,walk-in,Smartphone,2 Medium,This is a description,4 - Low,,Normal
INC400,2020-02-14 13:23:22,UserA,2020-02-01 23:39:48,,,,,UserB,,,walk-in,Smartphone,2 Medium,This is a description,4 - Low,On Hold,High
INC401,2020-02-22 06:19:28,UserC,2020-02-09 23:16:25,2020-07-21 16:24:02,2020-08-16 14:11:28,2020-04-19 12:49:36,,UserE,,,walk-in,Hardware,2 Medium,This is a description,4 - Low,Normal,Overdue
INC402,2020-01-24 11:01:27,UserD,2020-02-06 05:40:29,,,,,UserA,,,email,Software,2 Medium,This is a description,1 - Critical,Normal,New
INC403,2020-02-05 07:39:32,UserB,2020-02-20 13:12:54,,,,,UserA,2020-05-13 14:38:17,,email,Network,3 Low,This is a description,4 - Low,Normal,New
INC404,2020-02-14 05:34:09,UserA,2020-03-19 02:25:04,,2020-07-02 05:52:36,2020-03-14 18:48:38,,UserA,2020-04-04 05:32:59,2020-06-01 10:31:23,walk-in,Network,2 Medium,This is a description,5 - Planning,On Hold,Normal
INC405,2020-01-02 10:48:51,UserC,2020-03-01 02:59:26,2020-07-20 03:01:07,,,,UserB,2020-04-02 01:48:19,2020-05-21 12:13:27,email,Software,3 Low,This is a description,3 - Moderate,,High
INC406,2020-01-26 05:41:56,UserA,2020-02-18 14:51:03,,2020-07-24 19:24:16,,,UserG,,,walk-in,Hardware,2 Medium,This is a description,2 - High,In Progress,Normal
INC407,2020-01-22 23:28:56,UserE,2020-03-17 19:08:41,2020-06-18 12:17:12,,2020-04-27 00:14:17,,UserG,2020-05-16 20:15:49,2020-05-18 16:24:50,walk-in,Software,3 Low,This is a description,3 - Moderate,In Progress,Overdue
INC408,2020-01-13 08:07:54,UserF,2020-02-14 00:34:40,,,2020-04-28 17:51:52,,UserB,,,phone,Software,3 Low,This is a description,2 - High,Closed,Normal
INC409,2020-01-05 06:03:41,UserA,2020-02-10 01:24:52,,,2020-04-20 03:56:54,,UserD,2020-05-27 14:36:09,,walk-in,Help,2 Medium,This is a description,2 - High,In Progress,Moderate
INC410,2020-02-16 14:49:05,UserA,2020-03-07 04:09:42,,,2020-04-06 12:56:31,,UserB,2020-05-07 06:25:47,2020-05-01 21:11:31,walk-in,Network,1 High,This is a description,4 - Low,Normal,Normal
INC411,2020-02-01 22:51:15,UserD,2020-03-04 05:58:11,2020-07-03 21:39:44,,2020-03-06 14:24:41,2020-09-19 03:42:44,UserE,,2020-06-17 05:18:13,email,Smartphone,2 Medium,This is a description,4 - Low,On Hold,Normal
INC412,2020-02-16 02:57:49,UserB,2020-02-28 02:03:24,,,,,UserA,,,email,Help,3 Low,This is a description,2 - High,In Progress,New
INC413,2020-01-13 05:30:06,UserB,2020-03-24 05:10:38,,,,,UserC,,,phone,Hardware,2 Medium,This is a description,1 - Critical,Normal,Overdue
INC414,2020-02-05 05:01:01,UserG,2020-03-01 10:33:48,,,,,UserA,,,walk-in,Help,3 Low,This is a description,5 - Planning,In Progress,Overdue
INC415,2020-02-14 04:07:44,UserC,2020-03-16 16:31:49,,2020-07-04 13:43:17,2020-03-12 19:03:01,,UserB,2020-04-10 02:09:42,,email,Hardware,2 Medium,This is a description,3 - Moderate,,New
INC416,2020-02-03 00:51:04,UserB,2020-02-14 07:40:38,,,,2020-10-13 22:51:16,UserA,,,walk-in,Hardware,2 Medium,This is a description,3 - Moderate,Normal,Moderate
INC417,2020-01-25 04:22:15,UserE,2020-02-15 04:10:58,,,,,UserB,,,walk-in,Software,2 Medium,This is a description,3 - Moderate,Closed,Overdue
INC418,2020-01-09 01:17:14,UserG,2020-02-01 15:40:19,,,,,UserB,,2020-06-21 22:22:42,email,Hardware,2 Medium,This is a description,4 - Low,,New
INC419,2020-02-15 21:53:52,UserB,2020-03-11 23:49:33,,,2020-04-20 13:04:47,,UserF,,,email,Software,2 Medium,This is a description,2 - High,In Progress,Normal
INC420,2020-01-26 08:54:04,UserC,2020-02-21 18:30:43,,,2020-04-23 00:29:44,,UserF,,,walk-in,Help,2 Medium,This is a description,1 - Critical,Normal,
INC421,2020-02-25 01:16:19,UserB,2020-03-15 08:41:43,,,,,UserA,,,walk-in,Software,3 Low,This is a description,3 - Moderate,Closed,Normal
INC422,2020-01-14 12:14:11,UserB,2020-02-15 03:42:13,,,,,UserA,,,walk-in,Help,2 Medium,This is a description,3 - Moderate,On Hold,Overdue
INC423,2020-02-06 17:51:55,UserB,2020-02-19 02:21:44,,,,,UserB,,2020-06-15 22:47:09,walk-in,Hardware,3 Low,This is a description,4 - Low,In Progress,Overdue
INC424,2020-01-16 05:25:30,UserG,2020-02-01 23:40:18,,2020-07-02 09:21:30,2020-03-23 11:44:28,,UserC,2020-04-02 02:04:22,2020-06-28 02:37:30,email,Hardware,1 High,This is a description,3 - Moderate,In Progress,
INC425,2020-02-20 19:10:48,UserA,2020-02-10 03:38:47,,,2020-03-20 23:39:30,,UserA,,2020-06-03 22:45:18,walk-in,Help,3 Low,This is a description,5 - Planning,Normal,Normal
INC426,2020-02-25 11:32:31,UserB,2020-03-21 03:45:35,,,2020-03-27 05:49:52,2020-10-25 22:13:41,UserA,2020-05-13 13:48:45,2020-05-01 00:08:47,walk-in,Software,1 High,This is a description,5 - Planning,Closed,
INC427,2020-01-26 07:08:04,UserB,2020-03-04 04:05:07,2020-07-02 15:29:33,,2020-03-03 04:18:43,,UserB,2020-05-27 02:02:37,,email,Hardware,2 Medium,This is a description,1 - Critical,On Hold,New
INC428,2020-02-23 00:40:51,UserA,2020-02-13 21:48:49,,2020-07-21 04:52:58,,,UserA,2020-05-26 10:18:07,,walk-in,Software,2 Medium,This is a description,3 - Moderate,Normal,
INC429,2020-01-12 14:21:45,UserD,2020-02-16 15:31:54,,,,,UserC,2020-04-05 13:05:16,,walk-in,Hardware,2 Medium,This is a description,1 - Critical,In Progress,Overdue
INC430,2020-01-11 02:31:48,UserD,2020-02-06 10:46:50,,,2020-03-17 04:54:34,,UserD,,,walk-in,Help,2 Medium,This is a description,4 - Low,On Hold,High
INC431,2020-01-25 06:38:51,UserA,2020-02-09 03:44:59,,,,,UserF,,,phone,Help,1 High,This is a description,4 - Low,Closed,Normal
INC432,2020-01-15 13:02:51,UserA,2020-03-26 14:59:09,,,,,UserB,,2020-06-02 01:49:22,walk-in,Software,2 Medium,This is a description,1 - Critical,Normal,Overdue
INC433,2020-01-18 16:36:33,UserA,2020-02-17 04:05:56,,,,,UserB,,,email,Smartphone,2 Medium,This is a description,4 - Low,Normal,
INC434,2020-02-18 20:42:17,UserF,2020-02-14 03:18:32,,2020-07-01 12:29:58,,2020-10-03 22:12:11,UserA,2020-04-15 02:56:34,,email,Help,3 Low,This is a description,3 - Moderate,On Hold,Normal
INC435,2020-02-27 03:18:54,UserF,2020-02-16 00:18:20,,2020-07-17 09:36:08,,2020-09-17 12:35:30,UserB,,2020-05-10 03:24:34,walk-in,Software,2 Medium,This is a description,3 - Moderate,,
INC436,2020-01-18 18:41:05,UserF,2020-03-12 21:29:55,,,2020-03-01 08:31:24,,UserB,,2020-06-06 15:23:29,walk-in,Help,2 Medium,This is a description,2 - High,Normal,
INC437,2020-01-13 22:44:56,UserA,2020-03-24 10:24:01,,2020-07-22 08:33:38,,,UserE,,,walk-in,Help,1 High,This is a description,2 - High,,Overdue
INC438,2020-01-17 01:44:05,UserD,2020-02-11 11:29:19,,,,,UserG,2020-04-27 10:57:38,2020-05-04 16:32:37,email,Software,3 Low,This is a description,4 - Low,,Normal
